RBM28,ACTR2
HNF4A,BLZF1
GBA,PSAP
EGFR,IQGAP1
UBC,BBS1
HNF4A,CYP51A1
XPOT,PSMA3
HNF4A,RBL2
GNB1,OR2L3
PGAP1,MYC
POLR1A,POLR3G
CDC14A,ATP5H
BTK,FLNA
CUL3,DDX4
CUL4B,RPS2
HUWE1,TP53
POMC,CXCR7
RRM2B,NME3
COL1A1,LAT
PPP3CB,HSPA9
PGD,CBS
RUNX2,HIVEP3
DSTN,GCH1
BARD1,FKBP3
PDHA1,HSPD1
IGKC,CP
RHOA,TGFBR1
DYM,OXR1
RPS3A,FLNA
HNF4A,SERTAD3
EGFR,PIK3CA
PRPF4,SRSF9
TUBA1A,TUBB3
ARID1B,E2F5
HSPB1,STAT1
PRPF4,SRRM1
PIN1,COL11A2
TRAF6,BMPR1B
FMR1,PURA
STAT3,IL4R
RPS19,RPS20
SQSTM1,GABRR1
PTPN11,IFNAR2
RAD50,HSPA9
CFTR,SUMO2
HSPG2,SNCA
HNF1A,MTTP
DISC1,RAD21
SIRT5,RET
CUL3,HBS1L
TICAM1,RNF216
COL2A1,COL11A2
LAMC3,POT1
ELAVL1,ACTB
CUL3,RPS6
DNAJA1,KCNQ4
RB1,ANAPC2
CUL3,PHF6
SMC3,SYCP3
SF3B4,PFAS
TCF25,XIAP
MRAP2,MC1R
EID2,EP300
TPM2,S100A2
BRCA1,MNAT1
ESR1,CDKN1A
POT1,ZFP36L1
COL1A1,FLNA
FLNA,SPTAN1
KPNA2,BRCA1
ECT2,USP9X
HGD,HGD
SYNE1,EMD
NAA38,IGHMBP2
TUBB4,SPTAN1
ACTB,PLS3
SPARC,TGFBR2
ABCA3,CRAT
SMC3,CDK1
NOTCH1,WWP1
SNW1,DSP
BIN3,ACTB
TJP1,ACTB
ATRX,PTN
HSPA1A,ACTB
MDM2,ARID2
GCGR,PROK2
GTF3C4,PAPSS2
TAF1,GALC
COL1A1,COL6A1
CFTR,HSP90AB1
TACR3,NPFF
MMGT1,PNPLA6
PCNA,WRN
PRKAA1,RFX6
TP63,PSMD2
SMAD3,SAP130
PYGM,OLA1
MYH11,TPM1
APOE,ZNF558
AVP,TAC3
NDRG1,TARDBP
ITGB4,VIM
RABGGTB,HRAS
WDYHV1,PTS
PSMB4,PSMG1
PSMB4,SULT1A4
ATP1A3,AKTIP
CBS,DCP1A
GLTSCR2,RBM28
BRWD3,MRPL43
INTS2,ATP6V1B2
ATR,DCLRE1C
ANAPC7,CREBBP
CFB,CRB1
SNCA,TUBA3D
G6PD,GCK
NLRC4,CDCP1
CXCL3,MTNR1B
TBXA2R,NPSR1
CLTC,VAMP2
USP10,RPL5
GNB1,PIK3R5
SDHB,HADHA
IKBKG,RUSC1
DSTN,VPS13C
UBE2D4,TRIM2
CBS,CKS2
FLNA,CHMP4B
COL2A1,MMP2
VPS4B,SPAST
PRKAG3,RPTOR
LRRK2,SH3GL1
DISC1,PCNT
GNB1,OR6T1
CDC73,SUV39H1
PPP2R1A,GCH1
HUWE1,USP9X
MYO5B,SLC26A11
HDAC8,CLASP2
ABCA1,IKBKG
NDUFA7,GATAD2B
ICAM2,BSCL2
NPM1,MC4R
CLTC,PUM1
PEPD,BRD3
GOSR2,STX6
E2F4,CWF19L1
RPL10,YTHDF2
RIPK1,IFIH1
PLCB1,SSTR4
ATF2,SERPINE1
NLRP3,FAF1
SMAD9,FTL
CARD8,BCOR
MIR181A2,ATM
GNB1,OR2D3
HSD3B2,HSD17B3
HNF4A,CFB
FTL,COL4A3BP
DDX3X,ILK
FBN3,RAPSN
VCP,TAF6L
GATA3,LRRC61
POLR2G,UPF3B
SDHB,SEC14L1
HNF4A,CLCN3
MMACHC,MMADHC
SMC1A,SKA1
GRB2,PTPN11
VCP,RPL8
KIF1B,NCOA4
INS,SSR1
HNF4A,MIPEP
FMR1,EIF4E
YWHAQ,PDE3A
CUL4B,NAP1L1
COL1A1,GP1BA
SMAD4,DCP1B
RPL5,DNAJC3
ERCC3,TCEB2
CUL3,EIF2C1
VHL,PRKCI
GNB1,GNAT2
MYD88,NGFR
DISC1,GNB1
XRCC3,PMS2
SIL1,REEP5
AGA,CROT
ATP2A2,TMEM120A
TERT,YWHAZ
TXNL1,SQSTM1
DIAPH1,VAMP1
ITGA5,SPECC1L
GLRA3,GLRA1
NOC2L,TP53
GRB2,FLNB
RPS19,RPL9
SMCHD1,MRPL18
TDGF1,WDR26
ESR1,KRT15
TMEM63B,EMD
EDNRA,EBP
FLNA,CAPZA1
APC,DDB1
NT5E,MTOR
PDCD10,STK26
PAFAH1B1,ITGB3BP
GNRH2,KISS1R
GLRA2,ALDH7A1
LGALS8,SCARB2
TERF1,ATM
GPC6,BGN
APOA1,SERPING1
TSC2,UBC
PBX1,CFTR
UBL4A,SLC25A4
RAG1,MDC1
VPS35,MAGEL2
KIT,CD9
PLAA,CAV1
SOD1,OPTN
AKT2,KL
IKBKG,MAP3K7
F7,VKORC1
HNRNPL,SLC2A2
EP300,MED15
PYGM,WDR74
NR0B1,MED1
ADRB1,PTH1R
SH3BP5,CFH
INS,IRS2
SALL2,NGFR
SPAST,PVRL3
DDX3X,XPO1
GRB2,SPECC1L
TRIM63,DES
SIRT1,KITLG
SACS,CRB1
ATP6V1B1,WDR7
TP53,DUSP11
PHGDH,NSMCE4A
TUBA1A,CEP57
PUS1,RPL30
TP53,BCL3
MTHFD1,HCLS1
PHEX,SMS
TMED10,NCSTN
SNCA,ZCCHC8
PCMT1,ATP6V1B2
HNF1A,CYP3A4
APOE,SDC1
FGL1,ERCC3
BANF1,LMNA
PDGFB,MDFI
ACTR3,DIAPH1
GATA3,BRCA1
UBE2D1,STUB1
INSR,GRB14
PWP2,ATP6V1B2
RIT1,MLLT4
C1QBP,SOD1
IFIH1,NLRC5
CASR,PROK1
GRPR,TBXA2R
HDAC5,SMC3
GSN,CFH
TTR,DDB1
CBS,PITRM1
TRIM63,CCAR1
FAU,RPL5
CSF3R,SHC1
RB1,CBX3
DDX24,ATP6V1B2
C20orf24,DDX3X
APOA1,APOA2
EGFR,TUBA1A
TIPARP,ATM
CISD1,BCAP31
VKORC1,APOA1
SMAD2,POU2AF1
KRT13,KCNMA1
SDHA,EIF4A1
TSNAX,EP300
CUL3,BOLA2
FYN,RPL10
EDNRA,UTS2
LBR,ATP6V1B2
SRSF4,UPF3B
TRIP11,AFG3L2
NSUN2,PDCD11
APC,GSK3B
ADCYAP1,PLCB1
FXR2,LMX1B
HNF4A,C1orf124
EFTUD2,NONO
DDX18,RBM28
AIRE,RANBP2
HNRNPU,RBM28
BMPR1A,SLC4A7
HNF4A,SQRDL
KCNQ2,KCNAB2
ARL6IP5,USP9X
TBL1XR1,SIN3B
NCSTN,SURF4
SMAD3,MBD1
SLC2A1,SC4MOL
SMC1A,CENPO
VDAC1,GCH1
NFIX,POLR3B
SMN1,KRT8
HNF1A,PAX8
XIAP,RAC1
CHRM1,LPAR6
HTR1A,MTNR1B
ADRA1B,TBXA2R
PPARG,MED10
HNF4A,BCCIP
CASR,GNRH1
HSP90AA1,CTNNB1
KIF4A,BRCA2
KIAA0101,POT1
BRCA1,AHR
ARMC1,SYN1
HSPA9,MIR1248
NTRK1,CRKL
UBC,TGFBR2
ADCY4,GNB1
NDC80,SMCHD1
FOXL2,LATS1
PLA2G12A,RB1
SUMO2,ADNP
YWHAB,KCNQ2
STAT3,PIN1
FTO,NPEPPS
HNF4A,XPA
GJA1,ACTR2
TGFB2,BMP2
AFG3L2,CDYL
CASR,S1PR1
CDC25A,PSMB8
SARS,CNNM2
UBC,TYMP
SORT1,ABCA7
VHL,PSMB1
TPRKB,SLC25A4
TRADD,FAS
SLC6A8,MAPT
RUNX1,KLK3
HNF1A,SNX14
SPTBN1,SRC
SMAD3,EIF4ENIF1
PSMA3,ACTN4
SMAD3,MEN1
SMN1,DDAH2
MBD2,TPP1
AP1S2,AP1G2
PRKCA,ITGB2
ETHE1,C1orf103
NR5A2,NR0B1
KPNA1,STAT3
ARHGAP6,TRIO
CHEK2,KPNA2
SPAST,RAD9A
RRM2B,SNORA29
AGA,ITGB5
SOS1,SRC
PACSIN2,WAS
ZNF512B,VPS35
RPS27,RPLP1
OXTR,PROKR2
HNF4A,C8B
HNF4A,NCOA4
STAT3,UQCR11
PDLIM7,TRAF3
FLNA,ARPC5L
PRKCD,AMIGO3
ZMYND11,ZNF462
RBM28,EIF3C
PIK3CD,CBLB
NAA10,DNM2
VCAM1,NAA15
PDGFRB,SNX1
PSMC2,CIITA
RPTOR,MTOR
TFAP2D,PAH
KIF21A,CCT8
PF4V1,THBD
EDN3,GNB1
GATA3,PDE7B
OCRL,GRB2
HDAC8,NUP133
KCNMA1,ENO2
DYNC1H1,TPM2
UBC,HDAC8
SMAD2,RANBP6
ENPP1,ACP5
AAAS,NUP160
PFN1,MRPL53
CFTR,HSPB2
KRT8,GBAS
GRIN2D,CTNNB1
SMG7,RPL5
ATM,BHLHE41
PLA2G4F,TTN
POLR1C,POLR3B
SMAD3,HTT
HNF4A,MRPL43
MYL3,TNNI3
DDX3X,SYNCRIP
PTAFR,STAT1
CTNNB1,FAS
INO80,FOXL2
HNF4A,POLR3E
TNFRSF1A,SLC25A5
PSMD10,PSMB4
POMC,CXCR5
MC4R,PTHLH
NEDD4,SNCA
EFTUD2,HNRNPA0
SLC25A13,KRT5
SLC9A1,CHP1
STXBP1,VAMP2
RAC1,FLNA
BCOR,PCGF5
HNF4A,RTCD1
MED4,MED12
VCP,HSPB1
PAPSS2,THEM5
OR3A2,DMD
SH2D2A,EGFR
SMC1A,NCBP1
ESR1,RDX
VBP1,TUBA1A
OR3A2,CFH
INS,RPS28
ACTB,UPF1
SMC3,CASC5
MYLK3,APOC3
CDK2,PTHLH
GNB1,OR1N1
KLF5,CREBBP
COPA,GCH1
HNF4A,FAM107B
ITGB5,TGFB3
GOLGA2,TTR
WDR36,NOL6
MKRN1,TERT
PDHA1,DGKE
HNF4A,DBI
KCNQ3,KCNAB3
ZMYND11,E2F6
MIR192,CUL3
INSR,IRS2
DYM,LSM3
CSF1,MYH10
PRKAG2,ARPC2
FGF8,FGFR4
LIG4,PFN1
DLK1,PSEN2
LOC440926,RPS19
CBS,PSMD13
ACVR1B,IGSF1
KRT7,EGFR
HIPK1,RUNX1
AP4E1,KIAA1712
SDHB,SUCLG2
PRPF4,TCP1
POMC,GNAI2
EFTUD2,RNU4ATAC
ESRRA,HDAC8
LGALS13,ACTB
RAC3,RHO
KCNMA1,PHYHIP
RPS19,DNAJC3
NFKBIA,IKBKAP
CEP290,ALMS1
OFD1,PCNT
SMAD4,MAPK13
SOS1,EPS8L2
CHEK2,CCT5
CHEK2,CCT7
PROL1,ADCY5
SPRY2,SRC
CFTR,PKD1
MYH11,RALBP1
KCNQ4,KCNAB2
SYT1,SLC17A7
HNF4A,MOCOS
CFTR,HSPA1B
GCG,PLCB1
CALM3,PYGM
CUL3,CALM2
ITIH1,TTR
RABAC1,HRAS
RPS19,TTC37
LAD1,COL17A1
SMAD5,RYR2
SKP1,CTSA
PPP2R5C,CHEK2
ITCH,SMARCE1
SPATA7,APP
ATP6V1B2,ATP6V1C1
SMAD3,CDK8
HSPA9,H2AFZ
ACTB,RAB11A
ESR1,OXSR1
FOXRED1,ARHGEF6
NONO,ZC3H11A
E2F1,ATM
IFI35,STAT1
HNF4A,PAAF1
ROGDI,ATP1A2
COL16A1,COL4A3
PYGM,GNL2
CHAT,KPNA1
KIR2DL3,PTPN11
CUL3,DNAJA3
LPL,MED15
CLTC,FTH1
HNF4A,S100A9
PTCRA,NOTCH3
CSNK1E,PAFAH1B1
RAD21,APOB
SYT1,XPO1
C9,CPSF4
SRC,CCNA1
ITGB3,MYO10
CUL5,PSMB9
HNF4A,MRPS11
RRM2B,FDX1
CRH,MC1R
HNF4A,FLOT1
NEDD8,IKBKG
ESR1,GDF5
LPL,SDC1
KRT5,APOC1
NCOA2,TBL1XR1
TRIM24,BRCA1
BID,CAPN1
CAV1,DNM1
TXNL4A,CPSF7
NKX2-1,SRC
SNCA,PSMC3
ACVR1,ACVRL1
UBC,PMM2
HNRNPH1,SF3B4
FLG,VHL
RPS27,HNRNPA0
RYR2,THRAP3
SMN1,WIZ
PUS1,NSUN2
COL4A3,FURIN
TRIML1,RBCK1
PYGM,PFKM
GRIA1,RAB11A
TCF12,NDUFV2
KCNQ1,NEDD4L
NOTCH1,TRIM28
RELA,NCSTN
SLC4A1,WDR12
MEN1,SIN3A
SEC11C,RPS27
IKBKG,ARF6
HNF4A,PPME1
PRPF4,NAA38
RPL5,ZFYVE20
LZTR1,CHAF1A
CHEK2,CCT2
CA2,SLC9A1
CTNNB1,GPSM2
EIF2B2,DUT
SRC,KAT2B
AFF1,PCSK1
MIR216A,PTEN
BICD1,STAT3
MAP2K1,MAPK14
PSMB4,AKIRIN2
PABPC1L,PRPF4
GRIN2B,LGI1
DLD,FH
TP53,BRD8
SPINT2,MOSPD2
PSMC4,RRM2B
SLC2A9,NOC3L
MAP2K6,CDON
CHN2,TRIO
TNF,DAG1
PARP1,NONO
NAA15,RPL7
PHGDH,MAF1
SMARCA4,ACTA1
KPNB1,AAAS
HNF4A,CLPX
PHGDH,LANCL2
IDH3G,PCSK9
SH3BP5,RYR2
CEP290,CEP135
GPSM2,U2AF2
CASP1,EGFR
CDC16,PSMB8
MC4R,RLN3
NR5A1,LHB
SUMO4,PHGDH
MYBL2,CLTC
VAPB,RAB3GAP2
ZBTB16,SIN3B
TGFBR1,PARD6A
EYA1,MLLT4
CTNNB1,UBC
CCNA2,RB1
SPTAN1,KRT1
PSMD11,PIGN
CSNK2B,CHRNA4
TLE1,FOXG1
PDCD5,RPS19
OR8D2,CFH
BMPR1A,NDUFS5
GCGR,TACR3
MAPK3,KL
PRKCA,DLX3
FLNA,CD44
PACRG,STUB1
RHEB,TSC1
PSMA3,P4HB
TRADD,TRAF3
CHEK2,POLR2K
COL1A1,PPIB
PRPF4,RPS10
SUMO2,PPP2R5D
SNAP29,SNAP29
ADCY5,RLN3
CRYAB,CDH1
CRELD2,CHRNB2
KRR1,WDR36
SRC,HSPA2
ERCC4,SLX4
VPS4A,TUBA1A
CUL4B,USP4
RELA,TNFAIP3
MSH2,EIF3B
POLH,NHP2L1
OCRL,TRIO
AKT1,BRCA1
HDGF,IGSF1
SMC3,KPNB1
KAT2A,MSH6
CDKN2A,MTR
UBC,SOX9
NAA15,PSMC3
RYR2,ST13
FUS,DDX17
CASR,GNA15
UBA5,ALDH7A1
CPT2,SIN3A
UBC,COL4A3
DNAJC3,HSPA8
TBCK,FAM20B
DCUN1D1,SDHA
FLNA,CDC42
APC,SPTBN2
PXN,SRC
UBB,TNFRSF1A
IQCB1,HNRNPF
RPS13,DDX3X
WNT4,WNT7B
ALDH1B1,PDCD10
SLX4,UBA5
RNF216,UBE2L3
UBE2D2,RAF1
HNF4A,PDSS2
COL2A1,HYAL1
PTH1R,ALG6
USP45,MYH10
AMOTL1,DIAPH1
LOH3CR2A,ESR1
SRC,KCND3
ARG1,TUBB2C
ITPA,SSNA1
POLR2F,MTFMT
PLDN,SLC4A1
BMP3,BMP4
ZNF707,RPL5
EGFR,RIOK1
IMPDH1,SLC25A4
COL6A2,MMP9
ANGPTL4,PRIC285
B4GALT1,NOTCH1
TBKBP1,FMR1
GHSR,TRIO
APOE,DGKG
YWHAZ,ACTB
LRRFIP1,CTNNB1
VCAN,CHST14
CAPN10,EFNB1
CUL3,FOLR1
ISG15,PHGDH
CASR,CXCR7
CUL3,ACTR1B
HCK,STAT3
ARHGEF7,ARHGAP31
HAUS1,TRIP11
MBD3,GATAD2B
KCNMB4,KCNMA1
PRMT1,BRCA1
ATP1A3,ATP1B2
ACTB,EEF1A1
SRC,ERBB2
MYBPC1,TPM3
SMAD2,CISH
KRT5,TTN
SMAD4,SMAD6
CHM,RAB32
TCHP,KRT8
AXIN1,HNF4A
PKM2,FH
CUL4A,EMD
RPL10,RPS10
CUL4A,SDHA
VCP,LMNB2
NCSTN,SYVN1
UBC,ITGB4
GATA6,APOA1
BMPR1B,RALGPS2
BTK,PLCG2
FAM13B,TRIO
SYNGAP1,DLG4
CUL3,HIST2H4B
HNF4A,QRSL1
CPOX,MYH10
STXBP1,TUBB
ANK1,SLC4A1
HNF4A,RAB1B
VCAM1,FUS
MAP1LC3A,DYNC1H1
HIF1A,RUNX2
ATM,GFAP
SMAD3,CFC1
GRIA3,CACNG8
TUBA1A,CEP110
EVI2A,NF1
PRPF31,PRPF4
CUL4B,GPS1
PSMA3,ASS1
CUL3,DYNLRB1
POLR2K,SF3B4
ERCC3,GTF2H4
L2HGDH,LCN2
TUBA1A,ODF2
RIPK3,RFX6
TOP1,EFTUD2
BDKRB1,MTNR1B
MLH1,UBAP2L
SCN2B,GPN3
MYO19,MYH10
LDLRAP1,CLTC
SNRPN,MAGEL2
PDE3A,GANAB
PRKDC,MTHFD1
HMGCS2,CBS
AFG3L2,ATP5A1
ATR,XPC
UPF1,RPS19
NUAK2,SMAD4
CUL3,EEF1B2
TRAP1,TNFRSF1A
TRAF3,TRAF3IP1
TIAM1,SCN5A
TRIM13,VCP
VCP,PON2
MTHFD1,CORO1B
FAM161A,KRTAP10-7
RXFP1,PLCB1
SOX10,JUN
CA1,PDHA1
MNAT1,TSC1
PSMA3,RDBP
NCKIPSD,CLTC
RPL10,GTPBP2
FN1,CFH
GNA11,HCRT
TTN,CST3
TMEM41B,APOB
SIRT2,RAB3GAP2
SH3KBP1,KIT
KIFC3,TXNL4A
ASNS,PSAT1
LRRK2,TPM2
PTEN,ITPR2
CUL3,HIST1H4K
ERBB4,YAP1
TGFB2,ENG
NFKB2,RAD1
BRCA1,FBXO5
MET,SOS1
APOA1,SETX
CUL3,EIF5A2
KLK3,KRT14
UBC,ETHE1
AP4E1,GABBR1
SMC1A,NDUFV3
TBP,CREBBP
PPP2R5D,RPS6
SDHB,MRPS10
SIRT7,RECQL
ESR1,HADHB
KRT16,CP
HPX,GFAP
SOX10,MEOX1
POLR2E,TXNL4A
PBXIP1,ARID1B
GABRE,BSCL2
IKBKG,UBC
TP63,PINX1
CALCR,LHCGR
TYR,CRIM1
VEGFB,HAL
PPP1R9B,CDKN2A
CPSF6,WWOX
CLCN2,GPKOW
CSPG4,GRIP1
RHOF,ARHGAP29
SNTA1,XRCC6
MAP3K7,HRAS
TP53,RCHY1
IKBKG,KIAA0368
SCN2B,C14orf21
PYGM,IDH3A
HNF4A,TESK2
PROK2,TRH
HNF1A,FNTB
WAS,SLC25A4
VCP,SERPINA1
KCNJ11,PRKAR2B
FUS,LARS
SNAP29,TRAF3
BARD1,MTA2
GNB1,TBXA2R
APC,PSMC5
NUMB,ITGB3
FUS,HNRNPH3
ANXA1,TRIO
FA2H,ATP6V1B2
POLR2F,PRPF4
ESR1,ABCC5
CFD,CRB1
KCNMA1,APOC1
CPT1A,LPP
PIAS1,SATB2
COG6,PES1
CD80,PTPN11
SEMA3A,GIPC1
SLX4,ERCC4
TXNL4A,PCBP1
CARD11,STUB1
MYOC,ECE1
SPTAN1,FLNA
QRFP,TRIO
CLTC,EPN1
ITGB3,RAP1A
EHMT1,TP53
PPP2R5D,PPP2R2D
PRKAG3,ARF4
STAT1,RPS6KB1
SMAD4,RASD2
EID1,EP300
CDC23,ACTB
TP53,AURKB
NR1H3,BARD1
PTPN11,KLB
GNAS,PRKAR1B
CHN1,RPS3A
ESR1,TNPO2
CREBBP,NOTCH2
DMD,CDC45
RBM28,BRPF1
SMN1,MSH2
PRPF4,LTA4H
RPL10,NXF1
CAPN1,EEF2
RNU11,EFTUD2
DCTN1,MAPT
DMD,FASLG
LAMA3,PLAT
FLNA,KRT1
HNF4A,FAM103A1
C3,CXCL13
ATP6V1G2,ATP6V0A4
THRAP3,APOA1
CDC25A,SOX5
CXCR3,ADCY5
CUL4B,HNRNPR
NCF4,CORO1A
HSD17B10,ARHGDIA
HTR2A,PROK2
AAAS,BANF1
PRKCD,TRAF2
MIR1-1,GATA4
CUL3,ARPC5L
BRCA1,SMAD2
SMAD2,RHOD
KCNMA1,ISYNA1
CLTC,VAMP8
DVL2,TP53
RPS15A,MAF
ACTA1,ATP1A1
DNM2,GRAP2
INSL5,CXCR4
CRTAP,COL20A1
SCNN1B,IKBKB
EEF2,RPS27
TP63,HNRNPL
KLF8,MYO5B
VHL,HNRNPC
WRN,FEN1
UBE2G1,UBE3A
TPM3,TRIM2
MLH1,ATAD3B
KDM5B,CACNA1H
HEXA,KTN1
TRAF6,FOXG1
HNF4A,TMEM101
PALB2,GCN1L1
STX7,GOSR2
C14orf104,CACNA2D1
CASR,CCR2
CUL3,COPS5
TARDBP,TUBB2B
ESR1,SLC25A5
ESR1,VEGFA
PRKAR2A,CBS
PCYT1A,RPL18A
PPARG,ZBTB9
HOXB9,FOXG1
TARDBP,ANKFY1
LPL,MED1
KCND3,HSPA5
SEC24A,RPL5
GCH1,RAB26
KRT13,DMD
CACNB4,KCNJ2
UBXN1,PAFAH1B1
MIR629,HNF4A
CSTF3,ACTB
ALK,MAP3K5
POU5F1,SMAD3
SERPINE2,COL4A3
DNMT3B,CUL4A
IKBKG,EEF1A2
IQCB1,TUBA1C
HIST2H2AA3,LMNA
EPB41L1,MYO6
ATF6,TNFRSF1A
MTHFD1,PPT2
CDX2,CFTR
RAD21,POT1
HNF4A,ZNF235
HNF4A,CSTF3
RYR2,QTRTD1
ANKRD1,TTN
ZNF137P,LZTR1
PRPF4,SNRPD3
CASR,GALR3
PRPF4,SF3B5
GRIN2B,MYH10
RPL10,NIP7
UBC,PRSS1
PSMA3,PSMC3
SUMO2,HSPA9
HNF4A,WDR77
RPS3A,UPF3B
RUNX1,C3
AIMP2,DEAF1
ZMAT3,DICER1
WAS,AMD1
KCND3,C22orf25
BET1,GOSR2
TAF1,SLC22A5
CASP8,CTNNB1
RPL13A,DNAJC3
LMX1B,EXO1
TAZ,LAMA3
CTNNB1,PSMA3
RBMX,FMR1
CTNNB1,SDCBP
EP300,USF2
CSNK2B,PACS1
RAF1,RHO
HOMER1,RYR2
EIF2B2,GCH1
LDLR,HSP90B1
SCN2B,DNM3
POMP,PSMD2
APOA1,SERTAD3
SF3B4,SF3A2
RUNX1,WWTR1
UCHL1,GFAP
ABCB7,MRPL10
HADH,PSMB8
VCP,TRIM21
KRAS,SOS1
ESR1,JUND
PLCB1,GNG2
NUP155,UPF3B
DSP,PKP4
CFTR,PLD2
ACTA1,VIM
TP53,NFKB2
NDUFS8,NDUFS6
TNFRSF1A,RPS27A
SCN2B,THADA
AP4E1,ITIH1
NOTCH3,PSEN2
DNMT3B,SNORD68
HNF1A,HIST2H4A
DICER1,KRT1
AGTR2,PROKR2
HNF4A,NAPA
GFAP,MYO5A
HNRNPC,XIAP
SDC2,HS6ST1
RPL10,EIF3E
WAS,PTPRJ
STAT1,CCL19
PPP2R5E,NOD2
SPACA1,VPS13B
IFNA17,IRF3
PDE1B,ADCY5
PHLPP1,CBS
SMAD3,PITX2
HNF4A,SLC35A2
SCN1B,SPTB
BRCA1,H2AFY
SQSTM1,UBA52
UBC,ADCY5
ESRRA,WDR36
NFKBIA,AURKA
FGF10,FGF20
TERF1,EPB41L1
PTHLH,TAAR1
CYC1,UCP3
GJC2,DERL1
SDHB,INPP5K
HDAC8,VCP
PPP3CA,STIM1
BMPR1A,PDIA4
CLTC,DENND1A
ATP1A2,CTSL1
PTHLH,RAMP1
SMAD4,SF3B4
PRKCD,AKT3
POLR2B,RPL5
TBK1,TBK1
SPTAN1,NANS
BRP44,SLC16A2
UBC,BSCL2
PLCG1,SOS1
NEU1,TLR4
ADCY5,GHRHR
PAX5,RUNX1
MTA1,EP300
IL3,RAF1
PMM2,PC
PPP6R2,SLC25A4
DYNC1H1,TUBB4
ADRA1B,PLCB1
GNRHR2,TBXA2R
DES,TNNT2
CUL3,EWSR1
AKT2,XIAP
HNF4A,C2orf43
ICT1,RARS2
LDHB,FH
PPIA,SOD1
ATR,USO1
SMAD2,SQSTM1
EXTL3,XIAP
ATP6V1B2,CUL2
ESR1,GRIK1
PTH1R,ATP12A
CTSC,CTSC
TTLL12,BBS9
RANBP6,SLC25A4
MSH2,PDE3A
FZD8,WNT3
CEP290,CENPJ
RPS3A,RPS19
ITK,GRB2
CREBBP,FOS
CUL3,SSB
COL2A1,PDGFB
ATP6V1G1,ATP6V0A4
MAP3K7,CDON
CUL3,RCN1
AGA,TTN
SAR1A,HSPA9
CUL3,RPLP1
NFKB1,PSENEN
SACS,SGOL2
GNB1,OR52D1
SMCHD1,ZNF219
PANK2,RASGRF2
RB1,UXT
APPL1,KIAA1468
NOTCH1,RNF40
CASR,DRD4
EIF2B2,EIF4A2
INSL3,GHRH
GCH1,STIP1
ACTB,TUBA1A
SMC3,MSH6
ZBTB49,POT1
SPAST,FAM113B
SMURF1,ARHGAP31
PPP1CA,SACS
SOS1,ARHGAP4
CSK,SCARB2
CYCS,MAPT
BCL9,TCF4
PKLR,PFKM
PAXIP1,NBN
CHM,MIOS
NOTCH3,NCK1
DMD,PRKAR1B
CCDC85B,SETD5
ZNF76,EP300
NFKB2,ACTG1
ESR1,RPL5
ZNF526,PANK2
SMC1A,SNRPD3
ANAPC7,PSMB4
SDHAF2,HSPA8
AKT1,TPM2
DGKG,GFAP
COL7A1,SERPINH1
KTN1,EMD
TIGD6,MAPT
SNTA1,TLX3
GHRHR,PLCB1
CUL3,RNMT
COL9A1,MMP9
FGF16,HRAS
GABBR1,PLCB1
PUS1,SP100
RAD21,CENPT
ATP2A2,IRS1
PMM2,SLC25A4
ATP6V1B1,STOM
KIAA0020,WDR36
GPS2,EP300
SLC13A5,TUBB2C
ACTB,FBXO25
ADCY5,SSTR4
ADCY5,KNG1
ADCY1,FSHR
GADD45A,TP53
CDC5L,SON
HMGCS1,PCYT1A
NTRK1,PHLDA3
RASSF5,NRAS
BRCA1,SRC
HNF4A,ATP6V0C
AP2S1,CLTA
2-Sep,SON
SLC2A1,SNORD19B
TP53,L3MBTL1
GIPR,PLCB1
PGM1,AGXT
MTNR1B,HEBP1
POT1,DDX3X
LMX1A,LHX3
GNB1,HSPD1
TRAK1,PAX6
ATP6V1B2,GMPPB
PTAFR,PROKR2
ZFAND1,VCP
ACVR2B,SMAD4
MTNR1B,PDYN
ARHGEF6,CHN1
UBE2G2,MSH2
ADCY5,CXCR7
MTHFD1,ARHGEF3
FGFR1,CREBBP
GJA1,HIST1H1B
TNPO2,SLC25A4
FGF19,KL
TRNT1,RAD23A
NAF1,PUS1
CBL,SOS1
SACM1L,ZMPSTE24
POR,ZMPSTE24
NFKBIA,ATF4
ALAS1,TBL1XR1
PLCB1,RGS4
AK2,ABCC6
CALB1,IKBKG
ATP6V1B2,VDAC1
INSR,MAPK1
UBE2K,TP53
ONECUT1,SLC1A3
ACTB,GAS2L1
FGF23,NRAS
NBR1,TTN
MNAT1,SLC25A4
TAC1,PROKR2
NEDD4,PSMA3
GCH1,PTS
SRC,TRIP11
ARHGAP4,ARHGAP29
SHC1,STAT3
SSR4,RPL5
AP1S2,GGCX
GNB1,OR10H5
MTHFD1,RPS3
FLNA,PPP1R9B
NBN,RBBP8
VCP,LOC100505503
PYGM,ACSL3
DOK5,EGFR
MAX,TIMM44
ADCY5,SSTR1
IQCB1,RAB3C
GRIN2B,ARPC2
SRC,ASAP2
NOTCH1,RBPJ
TGFBR2,SCUBE3
GNB1,OR6C70
FLNB,FLOT1
RPL10,NOP58
BRCA1,ENO1
WHSC1,FUS
CHKB,F7
C6,C7
RAD21,SMC3
XPO1,MTHFD1
PSMA6,PSMB8
ELAVL1,SPAST
FGFR3,UBC
CBLB,PTPN11
ESR1,CDK5
C1S,C3
MYL6B,TPM3
CHN1,RHOBTB1
